model,forecast_date,target,target_end_date,location_name,point,quantile_0.025,quantile_0.975
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Alabama,191,160,265
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Alaska,0,0,0
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Arizona,197,137,534
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Arkansas,31,27,46
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,California,1376,1131,1918
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Colorado,13,13,14
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Connecticut,10,9,11
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Delaware,2,1,5
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,District of Columbia,9,8,33
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Florida,51,42,71
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Georgia,69,66,70
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Hawaii,0,0,0
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Idaho,16,11,23
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Illinois,74,64,79
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Indiana,23,18,26
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Iowa,12,9,36
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Kansas,2,0,5
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Kentucky,45,39,93
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Louisiana,39,38,44
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Maine,7,5,30
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Maryland,136,116,170
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Massachusetts,55,49,67
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Michigan,20,13,23
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Minnesota,7,5,13
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Mississippi,50,34,133
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Missouri,31,28,36
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Montana,0,0,0
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,National,3763,3091,5576
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Nebraska,16,13,17
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Nevada,13,8,20
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,New Hampshire,7,1,9
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,New Jersey,11,2,20
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,New Mexico,11,6,31
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,New York,12,5,38
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,North Carolina,200,172,251
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,North Dakota,3,2,9
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Ohio,34,32,39
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Oklahoma,1,0,7
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Oregon,14,2,30
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Pennsylvania,50,25,81
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Puerto Rico,19,16,29
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Rhode Island,7,4,17
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,South Carolina,77,68,192
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,South Dakota,10,8,14
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Tennessee,21,14,27
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Texas,423,400,464
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Utah,188,148,287
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Vermont,7,5,9
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Virginia,12,3,25
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Washington,68,58,90
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,West Virginia,6,0,19
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Wisconsin,87,77,105
Covid19Sim,2020-06-15,105 day ahead inc hosp,2020-09-27,Wyoming,0,0,1
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Alabama,103,22,366
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Alaska,5,0,44
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Arizona,366,36,1399
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Arkansas,73,6,331
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,California,1184,380,3601
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Colorado,220,8,939
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Connecticut,3,0,14
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Delaware,4,0,18
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,District of Columbia,15,3,54
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Florida,1919,414,7133
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Georgia,659,141,1906
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Hawaii,1,0,5
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Idaho,0,0,0
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Illinois,70,10,228
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Indiana,41,15,97
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Iowa,12,3,35
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Kansas,5,0,15
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Kentucky,7,0,29
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Louisiana,31,4,125
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Maine,4,0,12
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Maryland,169,52,471
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Massachusetts,21,6,47
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Michigan,121,29,346
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Minnesota,93,14,283
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Mississippi,4,0,12
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Missouri,30,4,113
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Montana,0,0,4
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,National,6387,2547,14894
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Nebraska,20,0,149
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Nevada,29,4,156
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,New Hampshire,23,4,98
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,New Jersey,36,8,120
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,New Mexico,17,0,117
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,New York,79,20,275
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,North Carolina,101,22,301
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,North Dakota,0,0,3
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Ohio,30,7,73
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Oklahoma,5,0,18
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Oregon,100,13,482
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Pennsylvania,117,30,374
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Rhode Island,6,0,16
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,South Carolina,112,18,453
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,South Dakota,1,0,9
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Tennessee,75,10,310
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Texas,301,87,1183
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Utah,56,9,235
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Vermont,0,0,0
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Virginia,31,10,82
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Washington,59,24,148
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,West Virginia,1,0,7
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Wisconsin,27,6,80
IHME,2020-06-15,104 day ahead inc hosp,2020-09-27,Wyoming,1,0,6
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Alabama,193,161,268
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Alaska,0,0,0
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Arizona,196,137,534
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Arkansas,31,27,46
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,California,1386,1138,1937
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Colorado,13,12,14
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Connecticut,10,9,11
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Delaware,2,1,5
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,District of Columbia,9,8,33
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Florida,51,42,70
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Georgia,69,66,70
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Hawaii,0,0,0
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Idaho,16,11,24
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Illinois,74,64,79
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Indiana,23,18,26
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Iowa,12,9,35
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Kansas,2,0,5
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Kentucky,45,38,92
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Louisiana,39,38,44
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Maine,7,5,30
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Maryland,137,116,171
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Massachusetts,55,50,67
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Michigan,20,12,22
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Minnesota,7,5,13
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Mississippi,49,34,133
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Missouri,31,28,35
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Montana,0,0,0
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,National,3775,3100,5602
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Nebraska,16,13,17
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Nevada,13,8,20
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,New Hampshire,6,1,8
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,New Jersey,10,2,20
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,New Mexico,11,6,31
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,New York,12,5,37
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,North Carolina,202,173,253
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,North Dakota,3,2,9
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Ohio,35,32,39
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Oklahoma,1,0,7
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Oregon,14,2,30
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Pennsylvania,50,25,81
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Puerto Rico,19,16,29
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Rhode Island,7,4,17
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,South Carolina,77,68,192
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,South Dakota,10,8,14
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Tennessee,21,13,27
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Texas,424,401,465
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Utah,190,149,290
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Vermont,7,5,9
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Virginia,12,2,24
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Washington,68,58,91
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,West Virginia,6,0,19
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Wisconsin,87,77,106
Covid19Sim,2020-06-15,106 day ahead inc hosp,2020-09-28,Wyoming,0,0,1
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Alabama,102,23,362
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Alaska,5,0,42
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Arizona,369,38,1413
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Arkansas,73,5,338
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,California,1230,381,3877
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Colorado,222,8,919
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Connecticut,3,0,14
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Delaware,4,0,18
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,District of Columbia,15,3,55
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Florida,1961,413,7176
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Georgia,664,139,1889
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Hawaii,1,0,6
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Idaho,0,0,0
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Illinois,70,10,235
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Indiana,41,15,102
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Iowa,12,3,34
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Kansas,5,0,15
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Kentucky,7,0,27
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Louisiana,31,4,116
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Maine,4,0,12
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Maryland,173,54,494
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Massachusetts,21,6,47
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Michigan,123,30,356
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Minnesota,95,13,291
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Mississippi,4,0,11
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Missouri,31,5,116
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Montana,0,0,4
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,National,6510,2575,15430
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Nebraska,20,0,146
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Nevada,29,4,153
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,New Hampshire,24,4,101
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,New Jersey,36,8,130
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,New Mexico,17,0,111
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,New York,80,21,284
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,North Carolina,102,22,307
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,North Dakota,0,0,4
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Ohio,29,7,71
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Oklahoma,5,0,18
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Oregon,103,12,498
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Pennsylvania,119,30,367
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Rhode Island,6,0,16
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,South Carolina,112,19,464
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,South Dakota,1,0,8
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Tennessee,75,9,304
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Texas,305,84,1164
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Utah,56,9,235
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Vermont,0,0,0
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Virginia,32,10,88
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Washington,61,25,153
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,West Virginia,1,0,8
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Wisconsin,27,5,81
IHME,2020-06-15,105 day ahead inc hosp,2020-09-28,Wyoming,1,0,6
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Alabama,194,162,270
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Alaska,0,0,0
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Arizona,195,137,534
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Arkansas,31,27,45
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,California,1397,1145,1956
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Colorado,13,12,14
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Connecticut,10,9,11
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Delaware,2,1,5
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,District of Columbia,9,8,33
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Florida,51,41,70
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Georgia,69,66,70
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Hawaii,0,0,0
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Idaho,16,11,24
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Illinois,74,63,79
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Indiana,22,18,26
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Iowa,12,9,35
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Kansas,2,0,5
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Kentucky,44,38,92
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Louisiana,39,38,44
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Maine,7,5,30
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Maryland,138,117,172
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Massachusetts,55,50,68
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Michigan,20,11,22
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Minnesota,7,5,13
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Mississippi,49,34,133
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Missouri,31,28,35
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Montana,0,0,0
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,National,3787,3110,5627
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Nebraska,16,13,17
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Nevada,12,8,20
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,New Hampshire,6,1,8
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,New Jersey,10,2,20
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,New Mexico,11,6,31
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,New York,11,5,35
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,North Carolina,203,174,255
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,North Dakota,3,2,9
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Ohio,35,32,39
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Oklahoma,1,0,6
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Oregon,14,2,29
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Pennsylvania,49,25,80
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Puerto Rico,19,16,29
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Rhode Island,7,4,17
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,South Carolina,77,68,192
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,South Dakota,10,8,14
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Tennessee,21,13,27
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Texas,425,402,467
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Utah,192,151,294
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Vermont,7,5,9
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Virginia,11,2,24
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Washington,69,58,91
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,West Virginia,6,0,19
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Wisconsin,87,78,106
Covid19Sim,2020-06-15,107 day ahead inc hosp,2020-09-29,Wyoming,0,0,1
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Alabama,103,21,372
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Alaska,5,0,42
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Arizona,372,38,1393
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Arkansas,73,5,344
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,California,1280,397,4129
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Colorado,221,8,895
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Connecticut,3,0,14
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Delaware,5,0,18
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,District of Columbia,15,3,56
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Florida,2001,423,7119
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Georgia,670,134,1885
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Hawaii,1,0,6
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Idaho,0,0,0
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Illinois,71,10,235
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Indiana,41,16,104
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Iowa,12,3,34
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Kansas,5,0,15
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Kentucky,7,0,29
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Louisiana,31,4,120
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Maine,4,0,12
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Maryland,176,54,510
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Massachusetts,22,6,50
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Michigan,125,30,359
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Minnesota,97,13,305
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Mississippi,4,0,12
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Missouri,31,4,119
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Montana,0,0,4
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,National,6640,2627,15619
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Nebraska,20,0,168
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Nevada,30,3,168
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,New Hampshire,24,4,104
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,New Jersey,37,8,120
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,New Mexico,17,0,123
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,New York,83,21,297
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,North Carolina,103,23,306
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,North Dakota,0,0,3
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Ohio,29,7,68
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Oklahoma,5,0,19
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Oregon,105,12,496
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Pennsylvania,121,30,386
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Rhode Island,6,0,16
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,South Carolina,112,17,458
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,South Dakota,1,0,8
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Tennessee,75,10,303
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Texas,311,85,1214
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Utah,58,9,242
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Vermont,0,0,0
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Virginia,32,10,87
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Washington,64,25,162
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,West Virginia,1,0,8
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Wisconsin,27,5,82
IHME,2020-06-15,106 day ahead inc hosp,2020-09-29,Wyoming,1,0,6
Covid19Sim,2020-06-15,108 day ahead inc hosp,2020-09-30,Alabama,196,163,272
Covid19Sim,2020-06-15,108 day ahead inc hosp,2020-09-30,Alaska,0,0,0
Covid19Sim,2020-06-15,108 day ahead inc hosp,2020-09-30,Arizona,193,137,534
Covid19Sim,2020-06-15,108 day ahead inc hosp,2020-09-30,Arkansas,31,27,45
Covid19Sim,2020-06-15,108 day ahead inc hosp,2020-09-30,California,1407,1152,1975
