hosp_id,hosp_name,date,active_confirmed,active_suspected,admitted,admitted_confirmed,admitted_suspected,alos_ventilator,bed_avail_criticalcare,bed_avail_intensivecare,bed_avail_other,bed_avail_surgical,bed_inuse_criticalcare,bed_inuse_intensivecare,bed_inuse_other,bed_inuse_surgical,discharged_alive,discharged_dead,ventilators_inuse
3100150,Morristown Medical Center,2020-06-08,39,3,0,0,0,5.0,16,24,59,177,1,9,0,32,4,0,40
3100020,Newark Beth Israel Medical Center,2020-06-08,27,18,10,0,10,,8,32,68,125,0,11,10,24,0,0,0
3100280,Newton Medical Center,2020-06-08,4,7,1,0,1,1.0,0,6,30,32,0,0,0,11,0,0,3
3100510,Overlook Medical Center,2020-06-08,23,14,1,0,1,61.3,9,35,69,170,1,11,3,22,4,0,18
4PPEPMPH,Penn Medicine Princeton Health - Central Supply,2020-06-08,,,,,,,,,,,,,,,,,
3100100,Penn Medicine Princeton Medical Center,2020-06-08,15,9,1,1,0,11.4,1,,58,30,6,,0,18,1,1,2
3101100,RWJ University Hospital Hamilton,2020-06-08,25,1,0,0,0,,0,4,4,55,7,,,19,1,0,5
3100240,RWJ University Hospital Rahway,2020-06-08,3,18,9,0,9,,1,0,0,16,3,,,18,0,0,1
3100480,RWJ University Hospital Somerset,2020-06-08,29,1,1,1,0,,0,1,20,73,2,,,28,1,0,0
RWJB,RWJBarnabas Health - Central Supply,2020-06-08,,,,,,,,,,,,,,,,,
3100380,Robert Wood Johnson University Hospital,2020-06-08,58,3,8,5,3,,0,23,16,58,,26,2,33,1,0,25
3100760,Saint Barnabas Medical Center,2020-06-08,49,15,19,4,15,,43,10,52,59,10,,,54,1,0,14
STC,Saint Clare's Health - Central Supply,2020-06-08,,,,,,,,,,,,,,,,,
3100500,Saint Clare's Hospital Denville,2020-06-08,7,0,0,0,0,28.7,16,,4,63,2,0,0,5,3,0,2
3100502,Saint Clare's Hospital Dover,2020-06-08,10,0,0,0,0,38.0,0,6,7,90,0,3,0,7,1,0,3
3100960,Saint Michael's Medical Center,2020-06-08,7,12,10,0,10,20.0,,21,,127,,8,,11,0,0,6
3100700,Saint Peter's University Hospital,2020-06-08,22,4,2,1,1,11.4,,15,52,50,,9,2,15,5,0,9
3100910,Salem Medical Center,2020-06-08,7,6,3,0,3,7.0,,8,,90,,5,,8,1,1,3
3100470,Shore Medical Center,2020-06-08,6,2,8,0,8,5.6,4,18,13,29,3,4,0,1,0,1,2
3100210,St. Francis Medical Center,2020-06-08,15,0,1,1,0,30.2,,7,14,51,,5,,10,1,0,5
SJH,St. Joseph's Health - Central Supply,2020-06-08,,,,,,,,,,,,,,,,,
3100190,St. Joseph's University Medical Center,2020-06-08,75,3,7,6,1,38.7,0,7,81,233,0,24,14,56,4,0,25
3100191,St. Joseph's Wayne Medical Center,2020-06-08,19,1,1,1,0,15.9,0,0,25,93,0,9,8,5,1,0,5
3100600,St. Luke's Warren Campus,2020-06-08,3,0,0,0,0,,,9,,37,,1,,2,0,0,0
3100060,St. Mary's General Hospital,2020-06-08,10,7,7,1,6,55.37,2,30,9,51,1,1,1,13,1,0,1
3100120,The Valley Hospital,2020-06-08,4,3,3,1,2,0.0,89,14,,131,0,0,0,7,1,0,0
3100270,Trinitas Regional Medical Center,2020-06-08,8,6,3,0,3,11.5,,12,,64,,3,,11,0,0,4
3101190,University Hospital,2020-06-08,14,1,0,0,0,10.9,,7,39,42,,8,,7,1,1,9
4PPEVHS,Valley Health System - Central Supply,2020-06-08,,,,,,,,,,,,,,,,,
VHS,Virtua Health System - Central Supply,2020-06-08,,,,,,,,,,,,,,,,,
3100224,Virtua Marlton,2020-06-08,15,4,3,1,2,9.18,3,8,,74,2,2,,15,2,0,2
3100570,Virtua Memorial,2020-06-08,19,6,5,2,3,7.99,10,32,,49,7,4,1,13,1,0,1
3100290,Virtua Our Lady of Lourdes Hospital,2020-06-08,23,6,2,2,0,22.0,14,32,,25,6,12,,11,1,0,11
3100221,Virtua Voorhees,2020-06-08,17,18,10,0,10,12.56,3,9,,63,2,7,,26,1,0,4
3100610,Virtua Willingboro Hospital,2020-06-08,12,8,4,2,2,2.0,,11,,22,,6,,14,1,1,1
ATL,AtlantiCare - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3100642,AtlantiCare Regional Medical Center City Division,2020-06-09,24,0,1,1,0,7.0,4,0,8,11,6,0,0,18,1,0,5
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-06-09,12,0,1,1,0,7.0,7,0,0,34,3,0,0,9,3,0,1
FMSAtlanic,Atlantic City FMS,2020-06-09,5,0,,0,,,,,,22,,,,5,1,,
AHS,Atlantic Health System - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-06-09,0,0,0,0,0,0.0,0,11,51,97,0,0,0,0,0,0,0
3100110,Cape Regional Health System,2020-06-09,8,0,1,0,1,3.0,0,1,31,4,0,3,0,5,2,0,2
CHS,Capital Health - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-06-09,12,2,0,0,0,24.9,,8,18,50,,9,1,4,5,0,5
3100920,Capital Health Regional Medical Center,2020-06-09,17,10,10,3,7,17.9,,13,0,14,,8,,19,8,1,3
3100250,CarePoint Health Bayonne Medical Center,2020-06-09,3,8,3,0,3,19.7,0,7,0,36,0,2,0,4,1,0,2
3100160,CarePoint Health Christ Hospital,2020-06-09,19,1,12,1,11,23.4,0,9,0,46,0,5,0,15,3,0,5
3100400,CarePoint Health Hoboken University Medical Center,2020-06-09,3,3,6,1,5,23.0,9,7,0,72,0,5,0,6,0,0,0
4PPECPH,CarePoint Heatlh - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-06-09,7,13,5,0,5,12.0,6,4,7,62,2,4,2,12,1,0,1
3100170,Chilton Medical Center - Atlantic Health System,2020-06-09,7,9,1,0,1,46.0,0,6,0,10,0,6,0,10,2,0,6
3100090,Clara Maass Medical Center,2020-06-09,27,1,21,1,20,,0,69,13,35,3,,,25,0,0,1
3100410,Community Medical Center,2020-06-09,14,55,3,0,3,,,17,3,48,8,,,61,2,1,4
4PPECHS,"Cooper Health System, The - Central Supply",2020-06-09,,,,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-06-09,42,38,7,3,4,10.46,0,4,0,16,0,13,0,67,8,1,13
3100310,Deborah Heart and Lung Center,2020-06-09,2,0,0,0,0,8.8,0,0,3,29,1,0,0,1,1,0,0
ACS-EO,East Orange ACS,2020-06-09,8,,,0,,,,,,,,,,,4,,
3100830,East Orange General Hospital,2020-06-09,5,27,23,0,23,11.0,0,0,0,0,0,13,0,21,0,0,5
FMSEdison,Edison FMS,2020-06-09,,,,,,,,,,,,,,,,,
3100450,Englewood Hospital,2020-06-09,13,8,,0,,22.8,,7,,55,,2,3,16,0,2,1
HMH,Hackensack Meridian Health - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3101120,Hackensack Meridian Health Bayshore Medical Center,2020-06-09,12,2,3,1,2,9.18,3,0,0,22,1,0,0,13,1,0,1
3100010,Hackensack Meridian Health Hackensack University Medical Center,2020-06-09,48,10,5,0,5,15.86,27,0,0,55,27,0,12,22,2,1,20
3101080,Hackensack Meridian Health JFK Medical Center,2020-06-09,46,12,4,1,3,14.73,14,0,24,7,20,0,1,30,3,0,19
3100730,Hackensack Meridian Health Jersey Shore University Medical Center,2020-06-09,42,18,13,1,12,17.69,3,0,10,7,18,0,0,45,0,2,20
3100540,Hackensack Meridian Health Mountainside Medical Center,2020-06-09,5,8,4,0,4,12.0,,13,7,24,,4,,9,2,1,2
3100522,Hackensack Meridian Health Ocean Medical Center,2020-06-09,6,8,7,0,7,13.11,2,0,9,13,5,0,0,13,2,1,2
3100030,Hackensack Meridian Health Palisades Medical Center,2020-06-09,7,5,3,0,3,9.15,18,0,26,57,5,0,7,5,3,0,1
3101300,Hackensack Meridian Health Pascack Valley Medical Center,2020-06-09,4,3,2,0,2,23.5,3,0,0,9,2,0,0,3,1,0,2
3100392,Hackensack Meridian Health Raritan Bay Medical Center Old Bridge,2020-06-09,1,8,5,0,5,8.03,4,0,8,6,3,0,0,7,1,0,0
3100391,Hackensack Meridian Health Raritan Bay Medical Center Perth Amboy,2020-06-09,7,3,2,0,2,9.77,1,0,0,5,3,0,2,10,0,0,2
3100340,Hackensack Meridian Health Riverview Medical Center,2020-06-09,7,4,5,1,4,13.56,11,0,26,19,1,0,1,12,2,0,0
3101130,Hackensack Meridian Health Southern Ocean Medical Center,2020-06-09,5,7,3,0,3,17.83,3,0,3,23,1,0,0,12,1,0,1
3101150,Hackettstown Medical Center,2020-06-09,0,2,0,0,0,26.4,0,11,0,46,0,0,0,2,1,0,1
3100080,Holy Name Medical Center,2020-06-09,4,9,0,0,0,,12,7,0,79,2,1,6,4,6,0,1
3101189,Hudson Regional Hospital,2020-06-09,1,0,0,0,0,9.0,,10,21,46,,0,1,0,1,0,0
ACS-Hunterd,Hunterdon ACS,2020-06-09,,,,,,,,,,,,,,,,,
4PPEHHS,Hunterdon Healthcare System - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3100050,Hunterdon Medical Center,2020-06-09,6,3,3,0,3,6.5,0,10,27,39,0,0,0,8,0,0,0
IMC,Inspira Health - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3100690,Inspira Medical Center Elmer,2020-06-09,1,0,0,0,0,5.11,0,8,0,95,0,4,0,1,0,0,0
310069A,Inspira Medical Center Mullica Hill,2020-06-09,13,6,0,0,0,5.57,0,57,0,226,0,4,0,19,3,0,5
3100324,Inspira Medical Center Vineland,2020-06-09,49,6,0,0,0,8.52,0,25,0,248,0,19,0,30,3,1,17
3100810,Inspira Medical Center Woodbury,2020-06-09,,,,,,,,,,,,,,,,,
3100862,Jefferson Cherry Hill Hospital,2020-06-09,22,5,3,0,3,4.6,0,4,11,12,0,6,4,16,5,0,1
KHS,Jefferson Health New Jersey - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3100863,Jefferson Stratford Hospital,2020-06-09,9,2,2,0,2,3.5,0,3,11,20,0,1,3,7,1,0,2
3100861,Jefferson Washington Township Hospital,2020-06-09,16,5,4,2,2,3.44,0,6,28,6,0,3,3,15,1,0,0
3100740,Jersey City Medical Center,2020-06-09,8,27,24,0,24,,0,17,21,57,3,,,32,2,0,0
3100750,Monmouth Medical Center,2020-06-09,7,11,9,0,9,,0,2,66,21,5,,,13,2,0,3
3100840,Monmouth Medical Center Southern Campus,2020-06-09,12,6,3,0,3,,0,0,0,21,6,,,12,2,0,4
3100150,Morristown Medical Center,2020-06-09,35,6,3,0,3,22.0,14,10,67,157,1,8,0,32,10,0,39
3100020,Newark Beth Israel Medical Center,2020-06-09,25,32,28,1,27,,10,30,73,120,0,11,22,24,3,0,0
3100280,Newton Medical Center,2020-06-09,4,3,3,0,3,1.0,0,9,30,26,0,0,0,7,0,0,0
3100510,Overlook Medical Center,2020-06-09,21,13,10,2,8,63.0,10,26,93,119,0,8,0,26,6,0,18
4PPEPMPH,Penn Medicine Princeton Health - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3100100,Penn Medicine Princeton Medical Center,2020-06-09,10,5,0,0,0,11.4,5,,52,22,6,,0,9,3,2,2
3101100,RWJ University Hospital Hamilton,2020-06-09,21,1,0,0,0,,0,3,4,43,6,,,16,3,0,5
3100240,RWJ University Hospital Rahway,2020-06-09,3,12,9,0,9,,4,0,0,11,1,,,14,2,0,0
3100480,RWJ University Hospital Somerset,2020-06-09,29,0,2,2,0,,0,2,20,59,2,,,27,2,0,2
RWJB,RWJBarnabas Health - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3100380,Robert Wood Johnson University Hospital,2020-06-09,57,5,8,3,5,,0,16,17,63,,23,,39,6,1,21
3100760,Saint Barnabas Medical Center,2020-06-09,48,28,25,0,25,,44,11,44,4,9,,,67,1,0,12
STC,Saint Clare's Health - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3100500,Saint Clare's Hospital Denville,2020-06-09,4,1,1,0,1,58.0,15,,4,60,2,0,0,3,0,0,1
3100502,Saint Clare's Hospital Dover,2020-06-09,9,0,0,0,0,51.7,0,6,7,88,0,3,0,6,1,0,3
3100960,Saint Michael's Medical Center,2020-06-09,7,29,16,0,16,20.0,,20,,122,,9,,27,0,0,5
3100700,Saint Peter's University Hospital,2020-06-09,34,1,2,0,2,11.4,,12,51,46,,10,2,24,3,0,10
3100910,Salem Medical Center,2020-06-09,7,13,5,0,5,7.0,,8,,87,,5,,8,1,1,3
3100470,Shore Medical Center,2020-06-09,8,1,3,3,0,5.6,1,17,13,27,2,3,0,4,1,0,1
3100210,St. Francis Medical Center,2020-06-09,13,0,3,3,0,,,6,15,55,,5,,8,4,0,5
SJH,St. Joseph's Health - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3100190,St. Joseph's University Medical Center,2020-06-09,64,6,14,8,6,40.4,0,5,78,230,0,20,23,46,17,1,23
3100191,St. Joseph's Wayne Medical Center,2020-06-09,16,1,4,3,1,16.9,0,6,24,96,0,9,8,4,3,0,4
3100600,St. Luke's Warren Campus,2020-06-09,2,0,0,0,0,,,8,,32,,0,,2,1,0,0
3100060,St. Mary's General Hospital,2020-06-09,8,11,10,1,9,27.26,0,28,9,52,0,2,1,14,1,1,1
3100120,The Valley Hospital,2020-06-09,5,3,0,0,0,0.0,5,14,,101,0,0,0,8,1,0,0
3100270,Trinitas Regional Medical Center,2020-06-09,9,8,2,0,2,11.5,,11,,66,,6,,11,0,0,5
3101190,University Hospital,2020-06-09,13,1,0,0,0,11.3,,4,33,31,,7,0,6,1,0,8
4PPEVHS,Valley Health System - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
VHS,Virtua Health System - Central Supply,2020-06-09,,,,,,,,,,,,,,,,,
3100224,Virtua Marlton,2020-06-09,14,7,9,2,7,9.24,1,12,,60,4,5,,12,3,0,2
3100570,Virtua Memorial,2020-06-09,19,9,8,1,7,7.99,7,31,,40,7,2,,19,2,0,1
3100290,Virtua Our Lady of Lourdes Hospital,2020-06-09,20,11,8,3,5,,13,29,,26,5,11,,15,3,3,10
3100221,Virtua Voorhees,2020-06-09,15,12,10,0,10,12.56,6,9,,63,3,4,,20,5,1,3
3100610,Virtua Willingboro Hospital,2020-06-09,12,4,1,1,0,3.0,,12,,21,,3,,13,1,0,0
ATL,AtlantiCare - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3100642,AtlantiCare Regional Medical Center City Division,2020-06-10,23,0,2,2,0,8.0,4,0,8,14,6,0,0,17,3,0,4
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-06-10,12,1,2,1,1,7.0,14,0,0,33,3,0,0,10,3,0,1
FMSAtlanic,Atlantic City FMS,2020-06-10,4,0,,0,,,,,,23,,,,4,1,,
AHS,Atlantic Health System - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-06-10,0,0,0,0,0,0.0,0,11,62,88,0,0,0,0,0,0,0
3100110,Cape Regional Health System,2020-06-10,6,0,3,1,2,4.0,0,2,26,6,0,3,0,3,2,0,2
CHS,Capital Health - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-06-10,10,1,0,0,0,28.1,,11,17,51,,8,,3,2,0,4
3100920,Capital Health Regional Medical Center,2020-06-10,16,4,2,2,0,16.0,,17,0,19,,6,,14,9,0,3
3100250,CarePoint Health Bayonne Medical Center,2020-06-10,3,1,1,0,1,20.7,0,7,0,36,0,2,0,2,1,0,2
3100160,CarePoint Health Christ Hospital,2020-06-10,17,1,1,1,0,23.8,0,8,0,53,0,5,0,13,2,0,5
3100400,CarePoint Health Hoboken University Medical Center,2020-06-10,3,7,5,3,2,23.5,8,8,0,69,0,3,0,7,2,0,2
4PPECPH,CarePoint Heatlh - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-06-10,5,12,6,0,6,11.9,7,6,7,50,0,4,1,12,6,0,1
3100170,Chilton Medical Center - Atlantic Health System,2020-06-10,5,3,0,0,0,47.0,0,11,4,22,0,5,0,3,2,1,5
3100090,Clara Maass Medical Center,2020-06-10,28,16,13,1,12,,0,68,13,81,5,,,39,0,1,1
3100410,Community Medical Center,2020-06-10,15,24,7,0,7,,,21,7,55,9,,,30,2,0,3
4PPECHS,"Cooper Health System, The - Central Supply",2020-06-10,,,,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-06-10,32,25,9,2,7,10.62,0,2,0,24,0,15,0,42,4,3,13
3100310,Deborah Heart and Lung Center,2020-06-10,2,1,1,0,1,11.8,2,0,4,31,2,0,0,1,0,0,0
ACS-EO,East Orange ACS,2020-06-10,8,,,0,,,,,,,,,,,0,,
3100830,East Orange General Hospital,2020-06-10,4,8,6,0,6,12.0,0,0,0,0,0,4,0,8,0,0,4
FMSEdison,Edison FMS,2020-06-10,,,,,,,,,,,,,,,,,
3100450,Englewood Hospital,2020-06-10,16,2,,4,,19.8,,7,,54,,2,3,13,1,0,0
HMH,Hackensack Meridian Health - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3101120,Hackensack Meridian Health Bayshore Medical Center,2020-06-10,10,7,6,0,6,9.1,3,0,0,14,1,0,0,16,1,1,1
3100010,Hackensack Meridian Health Hackensack University Medical Center,2020-06-10,37,8,2,0,2,15.91,26,0,0,66,28,0,11,12,6,1,17
3101080,Hackensack Meridian Health JFK Medical Center,2020-06-10,46,11,5,3,2,14.81,7,0,21,9,21,0,3,26,3,0,17
3100730,Hackensack Meridian Health Jersey Shore University Medical Center,2020-06-10,42,9,10,3,7,17.81,3,0,10,7,18,0,1,34,1,0,18
3100540,Hackensack Meridian Health Mountainside Medical Center,2020-06-10,4,7,0,0,0,12.0,,15,4,22,,4,,7,1,0,2
3100522,Hackensack Meridian Health Ocean Medical Center,2020-06-10,9,4,6,3,3,13.13,2,0,7,21,2,0,0,12,1,0,2
3100030,Hackensack Meridian Health Palisades Medical Center,2020-06-10,6,1,1,1,0,9.17,20,0,23,66,5,0,4,2,2,0,3
3101300,Hackensack Meridian Health Pascack Valley Medical Center,2020-06-10,4,0,0,0,0,24.5,3,0,0,7,3,0,0,2,1,0,2
3100392,Hackensack Meridian Health Raritan Bay Medical Center Old Bridge,2020-06-10,3,2,2,2,0,8.03,3,0,13,4,0,0,0,5,1,1,0
3100391,Hackensack Meridian Health Raritan Bay Medical Center Perth Amboy,2020-06-10,5,2,0,0,0,9.81,1,0,0,0,1,0,2,7,2,0,2
3100340,Hackensack Meridian Health Riverview Medical Center,2020-06-10,6,2,2,0,2,13.56,6,0,22,28,1,0,1,7,1,0,0
3101130,Hackensack Meridian Health Southern Ocean Medical Center,2020-06-10,4,4,0,0,0,17.87,4,0,4,22,1,0,0,7,0,1,1
3101150,Hackettstown Medical Center,2020-06-10,1,2,2,0,2,26.4,0,10,0,45,0,0,0,3,0,0,1
3100080,Holy Name Medical Center,2020-06-10,8,7,6,0,6,,10,7,0,75,2,1,8,4,2,1,1
3101189,Hudson Regional Hospital,2020-06-10,0,0,0,0,0,,,11,21,34,,0,0,0,1,0,0
ACS-Hunterd,Hunterdon ACS,2020-06-10,,,,,,,,,,,,,,,,,
4PPEHHS,Hunterdon Healthcare System - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3100050,Hunterdon Medical Center,2020-06-10,4,5,5,1,4,8.0,0,10,27,41,0,0,0,10,2,0,0
IMC,Inspira Health - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3100690,Inspira Medical Center Elmer,2020-06-10,0,1,0,0,0,5.11,0,8,0,95,0,0,0,4,0,0,0
310069A,Inspira Medical Center Mullica Hill,2020-06-10,14,8,0,0,0,5.51,0,57,0,226,0,4,0,20,1,0,5
3100324,Inspira Medical Center Vineland,2020-06-10,47,5,1,1,0,8.28,0,25,0,248,0,16,0,33,7,1,15
3100810,Inspira Medical Center Woodbury,2020-06-10,,,,,,,,,,,,,,,,,
3100862,Jefferson Cherry Hill Hospital,2020-06-10,21,1,2,1,1,4.8,0,4,12,14,0,6,2,14,2,0,1
KHS,Jefferson Health New Jersey - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3100863,Jefferson Stratford Hospital,2020-06-10,7,4,4,0,4,4.0,0,2,11,23,0,2,0,9,2,0,0
3100861,Jefferson Washington Township Hospital,2020-06-10,17,4,6,4,2,2.69,0,10,26,12,0,1,2,18,2,0,0
3100740,Jersey City Medical Center,2020-06-10,9,20,15,0,15,,0,10,11,63,7,,,22,0,0,3
3100750,Monmouth Medical Center,2020-06-10,7,14,16,1,15,,0,1,50,6,4,,,17,3,0,4
3100840,Monmouth Medical Center Southern Campus,2020-06-10,10,13,8,0,8,,3,0,0,11,5,,,18,3,0,4
3100150,Morristown Medical Center,2020-06-10,28,11,10,2,8,22.0,11,9,37,134,4,8,1,26,3,0,41
3100020,Newark Beth Israel Medical Center,2020-06-10,19,20,11,0,11,,9,33,68,114,0,9,10,20,7,1,0
3100280,Newton Medical Center,2020-06-10,5,4,2,1,1,16.7,0,9,29,25,0,0,0,9,0,0,0
3100510,Overlook Medical Center,2020-06-10,17,6,4,1,3,37.0,10,27,78,128,0,8,0,15,6,0,18
4PPEPMPH,Penn Medicine Princeton Health - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3100100,Penn Medicine Princeton Medical Center,2020-06-10,10,0,3,3,0,11.4,8,,49,19,4,,0,6,3,0,2
3101100,RWJ University Hospital Hamilton,2020-06-10,23,10,8,1,7,,0,6,4,46,6,,,27,0,1,4
3100240,RWJ University Hospital Rahway,2020-06-10,3,8,5,0,5,,5,0,0,11,0,,,11,0,0,0
3100480,RWJ University Hospital Somerset,2020-06-10,28,0,0,0,0,,0,2,20,90,2,,,26,3,0,1
RWJB,RWJBarnabas Health - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3100380,Robert Wood Johnson University Hospital,2020-06-10,48,5,6,1,5,,0,18,12,54,,21,,32,9,0,16
3100760,Saint Barnabas Medical Center,2020-06-10,42,16,30,0,30,,37,12,32,38,12,,,46,5,1,12
STC,Saint Clare's Health - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3100500,Saint Clare's Hospital Denville,2020-06-10,5,0,1,1,0,59.0,16,,4,51,1,0,0,3,1,0,1
3100502,Saint Clare's Hospital Dover,2020-06-10,7,0,0,0,0,54.0,0,7,7,94,0,2,0,5,3,1,2
3100960,Saint Michael's Medical Center,2020-06-10,6,22,14,0,14,20.0,,22,,131,,9,,19,0,0,4
3100700,Saint Peter's University Hospital,2020-06-10,30,0,3,2,1,11.4,,13,37,29,,10,2,18,3,0,10
3100910,Salem Medical Center,2020-06-10,9,11,4,0,4,8.0,,9,,87,,5,,6,0,0,4
3100470,Shore Medical Center,2020-06-10,9,5,9,1,8,5.6,5,15,13,20,3,2,0,9,0,0,1
3100210,St. Francis Medical Center,2020-06-10,14,0,1,1,0,61.0,,3,19,53,,4,,10,1,1,4
SJH,St. Joseph's Health - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3100190,St. Joseph's University Medical Center,2020-06-10,58,5,12,7,5,40.4,0,1,68,214,0,20,24,41,16,1,23
3100191,St. Joseph's Wayne Medical Center,2020-06-10,17,2,8,6,2,18.0,0,6,20,95,0,8,10,10,2,1,4
3100600,St. Luke's Warren Campus,2020-06-10,2,0,1,1,0,,,6,,29,,0,,2,1,0,0
3100060,St. Mary's General Hospital,2020-06-10,6,12,10,0,10,28.28,3,27,9,56,0,1,2,12,1,0,1
3100120,The Valley Hospital,2020-06-10,5,2,2,1,1,0.0,5,10,,113,0,0,0,7,0,0,0
3100270,Trinitas Regional Medical Center,2020-06-10,7,7,3,1,2,11.5,,8,,73,,4,,10,2,2,3
3101190,University Hospital,2020-06-10,12,4,1,0,1,11.9,,2,33,50,,8,0,8,1,1,5
4PPEVHS,Valley Health System - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
VHS,Virtua Health System - Central Supply,2020-06-10,,,,,,,,,,,,,,,,,
3100224,Virtua Marlton,2020-06-10,14,7,9,2,7,9.24,5,12,,65,2,3,,16,2,0,2
3100570,Virtua Memorial,2020-06-10,17,12,10,2,8,8.01,11,32,,41,6,2,1,20,4,0,1
3100290,Virtua Our Lady of Lourdes Hospital,2020-06-10,18,11,3,3,0,26.0,13,32,,25,9,9,,11,3,2,9
3100221,Virtua Voorhees,2020-06-10,13,11,10,2,8,12.49,2,7,,57,2,4,,18,6,0,2
3100610,Virtua Willingboro Hospital,2020-06-10,9,13,9,0,9,3.0,,9,,17,,5,,17,2,0,0
ATL,AtlantiCare - Central Supply,2020-06-11,,,,,,,,,,,,,,,,,
3100642,AtlantiCare Regional Medical Center City Division,2020-06-11,24,0,2,2,0,7.0,8,0,9,20,6,0,0,18,1,0,4
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-06-11,14,0,3,3,0,7.0,10,0,0,32,4,0,0,10,1,0,1
FMSAtlanic,Atlantic City FMS,2020-06-11,3,0,,0,,,,,,24,,,,4,1,,
AHS,Atlantic Health System - Central Supply,2020-06-11,,,,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-06-11,1,0,0,0,0,0.0,0,10,64,100,0,1,0,0,0,0,0
3100110,Cape Regional Health System,2020-06-11,6,0,3,1,2,2.5,0,1,28,7,0,2,0,4,2,0,2
CHS,Capital Health - Central Supply,2020-06-11,,,,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-06-11,10,1,1,1,0,25.7,,7,17,36,,9,1,1,1,0,6
3100920,Capital Health Regional Medical Center,2020-06-11,17,3,4,3,1,16.1,,19,1,19,,6,,14,6,0,3
3100250,CarePoint Health Bayonne Medical Center,2020-06-11,4,0,1,0,1,21.7,0,9,0,28,0,2,0,2,0,0,2
3100160,CarePoint Health Christ Hospital,2020-06-11,17,1,1,0,1,22.3,0,9,0,52,0,6,0,12,0,0,5
3100400,CarePoint Health Hoboken University Medical Center,2020-06-11,3,8,1,0,1,23.5,7,8,0,71,0,6,0,5,1,0,1
4PPECPH,CarePoint Heatlh - Central Supply,2020-06-11,,,,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-06-11,,,,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-06-11,5,8,3,0,3,0.0,3,7,7,54,0,3,0,10,3,1,0
3100170,Chilton Medical Center - Atlantic Health System,2020-06-11,5,4,2,0,2,47.0,0,9,4,36,0,5,0,4,1,0,5
3100090,Clara Maass Medical Center,2020-06-11,27,1,5,0,5,,0,69,13,91,2,,,26,1,0,2
3100410,Community Medical Center,2020-06-11,17,60,2,0,2,,,25,2,48,6,,,70,0,0,3
4PPECHS,"Cooper Health System, The - Central Supply",2020-06-11,,,,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-06-11,30,27,8,2,6,11.25,0,2,0,40,0,12,0,45,12,0,12
3100310,Deborah Heart and Lung Center,2020-06-11,2,2,2,0,2,12.5,1,0,3,21,1,0,0,3,0,0,0
ACS-EO,East Orange ACS,2020-06-11,8,,,1,,,,,,,,,,,1,,
3100830,East Orange General Hospital,2020-06-11,3,10,10,0,10,11.0,0,0,0,0,0,6,0,7,1,0,3
FMSEdison,Edison FMS,2020-06-11,,,,,,,,,,,,,,,,,
3100450,Englewood Hospital,2020-06-11,14,4,,2,,20.3,,8,,69,,1,7,10,3,1,0
