area,area_title,area_type,naics,naics_title,i_group,own_code,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,pct_total,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,title,category,county_code,div_code,county_name,population
31540,"Madison, WI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,8650,6.6,21.875,1.08,,38.7,80490,1.7,29.98,33.29,37.96,44.48,49.36,62350,69240,78960,92520,102680,,,"Madison, WI",Metropolitan,"['55021', '55025', '55049']","[None, None, None]","['      Columbia County, WI', '      Dane County, WI', '      Iowa County, WI']","[57532, 546695, 23678]"
31740,"Manhattan, KS",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,630,5.9,16.578,0.82,,28.42,59110,2.1,21.2,24.21,27.73,32.27,37.08,44090,50360,57670,67120,77130,,,"Manhattan, KS",Metropolitan,,,,
31860,"Mankato-North Mankato, MN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1500,47.3,28.051,1.38,,34.02,70760,2.2,25.91,28.89,33.89,38.55,44.02,53890,60090,70490,80180,91560,,,"Mankato-North Mankato, MN",Metropolitan,,,,
31900,"Mansfield, OH",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1100,38.7,21.803,1.07,,32.41,67420,2.4,24.7,27,30.77,36.91,43.26,51380,56160,64010,76770,89980,,,"Mansfield, OH",Metropolitan,['39139'],[None],"['      Richland County, OH']",[121154]
32420,"Mayaguez, PR",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1090,4.5,38.909,1.92,,16.3,33900,3.9,11.26,13.19,15.11,19.54,22.76,23430,27420,31430,40640,47350,,,"Mayaguez, PR",Metropolitan,"['72067', '72097']","[None, None]","['      Hormigueros Municipio, PR', '      Mayagez Municipio, PR']",[]
32580,"McAllen-Edinburg-Mission, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,5120,9.6,19.387,0.95,,35.25,73320,5,24.17,27.12,32.16,38.17,47.32,50280,56420,66900,79390,98420,,,"McAllen-Edinburg-Mission, TX",Metropolitan,['48215'],[None],"['      Hidalgo County, TX']",[868707]
32780,"Medford, OR",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2170,15.8,25.253,1.24,,43.27,90000,1.9,33.18,37.87,43.21,48.59,56.26,69010,78780,89870,101080,117020,,,"Medford, OR",Metropolitan,['41029'],[None],"['      Jackson County, OR']",[220944]
32820,"Memphis, TN-MS-AR",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,13180,5.2,20.835,1.03,,32.08,66730,1.5,23.36,26.88,31.63,37.06,42.09,48580,55900,65790,77080,87550,,,"Memphis, TN-MS-AR",Metropolitan,"['05035', '28033', '28093', '28137', '28143', '47047', '47157', '47167']","[None, None, None, None, None, None, None, None]","['      Crittenden County, AR', '      DeSoto County, MS', '      Marshall County, MS', '      Tate County, MS', '      Tunica County, MS', '      Fayette County, TN', '      Shelby County, TN', '      Tipton County, TN']","[47955, 35294, 28321, 9632, 41133, 937166, 61599]"
32900,"Merced, CA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,860,9.3,11.228,0.55,,48.26,100370,6.8,25.3,40.16,48.58,59.28,69.81,52620,83520,101040,123300,145210,,,"Merced, CA",Metropolitan,['06047'],[None],"['      Merced County, CA']",[277680]
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,54020,3.1,20.442,1.01,,33.61,69920,1.3,24.32,27.68,32.96,38.82,46.45,50580,57560,68550,80740,96610,,,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,['12099'],['48424'],"['      Palm Beach County, FL']",[1496770]
33140,"Michigan City-La Porte, IN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,860,12,21.381,1.05,,33.34,69360,2.3,25.37,27.87,32.64,38.44,45.07,52780,57980,67890,79950,93750,,,"Michigan City-La Porte, IN",Metropolitan,['18091'],[None],"['      LaPorte County, IN']",[]
33260,"Midland, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1230,10.3,11.099,0.55,,32.71,68040,1.8,20.65,27.29,33.78,39.25,45.13,42960,56760,70260,81640,93880,,,"Midland, TX",Metropolitan,['48329'],[None],"['      Midland County, TX']",[176832]
33340,"Milwaukee-Waukesha-West Allis, WI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,21010,3.9,24.522,1.21,,35.56,73970,0.9,26.85,30.27,35.13,40.44,46.74,55840,62960,73080,84120,97210,,,"Milwaukee-Waukesha-West Allis, WI",Metropolitan,"['55079', '55089', '55131', '55133']","[None, None, None, None]","['      Milwaukee County, WI', '      Ozaukee County, WI', '      Washington County, WI', '      Waukesha County, WI']","[945726, 89221, 136034, 404198]"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,41640,1.5,21.12,1.04,,40.58,84400,1.1,29.04,34,40.56,47.24,53,60410,70730,84370,98260,110230,,,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,"['27003', '27019', '27025', '27037', '27053', '27059', '27123', '27139', '27141', '27163', '27171', '55093', '55109']","[None, None, None, None, None, None, None, None, None, None, None, None, None]","['      Anoka County, MN', '      Carver County, MN', '      Chisago County, MN', '      Dakota County, MN', '      Hennepin County, MN', '      Isanti County, MN', '      Ramsey County, MN', '      Scott County, MN', '      Sherburne County, MN', '      Washington County, MN', '      Wright County, MN', '      Pierce County, WI', '      St. Croix County, WI']","[356921, 105089, 56579, 429021, 1265843, 40596, 550321, 149013, 97238, 262440, 138377, 42754]"
33540,"Missoula, MT",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1360,11.3,22.266,1.1,,34.6,71980,1.7,26.04,29.01,34.2,39.29,46.08,54160,60340,71130,81730,95840,,,"Missoula, MT",Metropolitan,['30063'],[None],"['      Missoula County, MT']",[119600]
33660,"Mobile, AL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,5320,3.7,30.224,1.49,,28.11,58470,1.3,20.98,24.44,27.8,31.2,36.64,43630,50840,57810,64890,76200,,,"Mobile, AL",Metropolitan,['01097'],[None],"['      Mobile County, AL']",[413210]
33700,"Modesto, CA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4880,16.2,26.183,1.29,,54.22,112790,7.9,36.36,42.18,48.86,66.11,84.37,75630,87730,101620,137510,175490,,,"Modesto, CA",Metropolitan,['06099'],[None],"['      Stanislaus County, CA']",[550660]
33740,"Monroe, LA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1700,5.7,22.257,1.1,,30.42,63270,1.9,22.53,26.35,30.29,35.28,38.36,46870,54810,63000,73380,79800,,,"Monroe, LA",Metropolitan,"['22073', '22111']","[None, None]","['      Ouachita Parish, LA', '      Union Parish, LA']",[]
33780,"Monroe, MI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,590,11.1,15.223,0.75,,32.71,68040,4.7,24.67,30.04,33.23,36.4,38.3,51310,62490,69120,75700,79660,,,"Monroe, MI",Metropolitan,['26115'],[None],"['      Monroe County, MI']",[150500]
33860,"Montgomery, AL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3760,10.2,22.988,1.13,,31.35,65200,2.3,21.59,25.47,30.11,36.4,42.24,44910,52990,62630,75710,87850,,,"Montgomery, AL",Metropolitan,"['01001', '01051', '01085', '01101']","[None, None, None, None]","['      Autauga County, AL', '      Elmore County, AL', '      Lowndes County, AL', '      Montgomery County, AL']","[55869, 81209, 9726, 226486]"
34060,"Morgantown, WV",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3210,4.2,49.158,2.42,,31.63,65800,2.1,24.35,26.13,28.97,36.54,46.6,50650,54350,60270,75990,96920,,,"Morgantown, WV",Metropolitan,"['54061', '54077']","[None, None]","['      Monongalia County, WV', '      Preston County, WV']","[105612, 33432]"
34100,"Morristown, TN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,630,3.2,13.961,0.69,,26.72,55580,2.2,20,22.27,26.1,30.14,35.26,41600,46320,54290,62700,73340,,,"Morristown, TN",Metropolitan,"['47057', '47063', '47089']","[None, None, None]","['      Grainger County, TN', '      Hamblen County, TN', '      Jefferson County, TN']","[23320, 64934, 54495]"
34580,"Mount Vernon-Anacortes, WA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1060,16.7,21.163,1.04,,41.08,85450,1.9,29.67,33.78,39.33,48.47,57.2,61710,70250,81800,100810,118970,,,"Mount Vernon-Anacortes, WA",Metropolitan,['53057'],[None],"['      Skagit County, WA']",[129205]
34620,"Muncie, IN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1080,7.9,24.067,1.19,,30.62,63680,2.8,21.89,25.65,29.95,35.9,39.89,45540,53350,62300,74660,82960,,,"Muncie, IN",Metropolitan,['18035'],[None],"['      Delaware County, IN']",[114135]
34740,"Muskegon, MI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,**,**,**,**,,33.06,68770,3.2,25.31,28.77,33.42,37.22,40.09,52640,59840,69500,77410,83390,,,"Muskegon, MI",Metropolitan,['26121'],[None],"['      Muskegon County, MI']",[173566]
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2600,3.3,15.507,0.76,,30.17,62750,2.3,20.06,26.04,30.36,35.33,38.54,41720,54160,63140,73480,80160,,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan,['45051'],[None],"['      Horry County, SC']",[354081]
34900,"Napa, CA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1890,25.9,24.515,1.21,,50.32,104660,3.5,35.62,45.51,53.61,58.08,61.13,74090,94660,111510,120810,127160,,,"Napa, CA",Metropolitan,['06055'],[None],"['      Napa County, CA']",[137744]
34940,"Naples-Immokalee-Marco Island, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2950,17.8,19.489,0.96,,36.56,76040,3.2,26.19,30.33,35.69,41.48,50.34,54470,63090,74230,86290,104700,,,"Naples-Immokalee-Marco Island, FL",Metropolitan,['12021'],[None],"['      Collier County, FL']",[384902]
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,21600,8.4,21.62,1.06,,31.28,65060,1.3,21.86,25.91,30.79,36.35,40,45480,53890,64050,75600,83190,,,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,"['47015', '47021', '47037', '47043', '47081', '47111', '47147', '47149', '47159', '47165', '47169', '47187', '47189']","[None, None, None, None, None, None, None, None, None, None, None, None, None]","['      Cannon County, TN', '      Cheatham County, TN', '      Davidson County, TN', '      Dickson County, TN', '      Hickman County, TN', '      Macon County, TN', '      Robertson County, TN', '      Rutherford County, TN', '      Smith County, TN', '      Sumner County, TN', '      Trousdale County, TN', '      Williamson County, TN', '      Wilson County, TN']","[14678, 40667, 694144, 53948, 25178, 24602, 71813, 332285, 20157, 191283, 11284, 238412, 144657]"
35100,"New Bern, NC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1010,6.4,23.311,1.15,,30.24,62900,2.7,21.17,24.84,29.72,35.54,39.73,44030,51660,61810,73930,82640,,,"New Bern, NC",Metropolitan,,,,
35380,"New Orleans-Metairie, LA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,14050,3,25.216,1.24,,33.41,69500,1.8,25.01,27.97,32.87,38.02,44.98,52010,58180,68380,79090,93550,,,"New Orleans-Metairie, LA",Metropolitan,"['22051', '22071', '22075', '22087', '22089', '22095', '22103']","[None, None, None, None, None, None, None]","['      Jefferson Parish, LA', '      Orleans Parish, LA', '      Plaquemines Parish, LA', '      St. Bernard Parish, LA', '      St. Charles Parish, LA', '      St. John the Baptist Parish, LA', '      St. Tammany Parish, LA']",[]
35620,"New York-Newark-Jersey City, NY-NJ-PA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,174210,2.4,18.043,0.89,,44.85,93280,0.9,31.36,37.65,44.76,51.66,60.54,65230,78310,93090,107440,125930,,,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan,"['34013', '34019', '34027', '34037', '34039', '42103']","['35084', '35084', '35084', '35084', '35084', '35084']","['      Essex County, NJ', '      Hunterdon County, NJ', '      Morris County, NJ', '      Sussex County, NJ', '      Union County, NJ', '      Pike County, PA']","[798975, 124371, 491845, 140488, 556341, 55809]"
35660,"Niles-Benton Harbor, MI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1060,28.1,17.169,0.85,,34.35,71440,2.6,26.07,29.77,34.51,38.7,44.2,54230,61920,71770,80500,91930,,,"Niles-Benton Harbor, MI",Metropolitan,['26021'],[None],"['      Berrien County, MI']",[153401]
35840,"North Port-Sarasota-Bradenton, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,7090,4.4,23.337,1.15,,32.58,67770,1.5,25.1,27.87,32.11,37.01,40.55,52210,57980,66780,76970,84340,,,"North Port-Sarasota-Bradenton, FL",Metropolitan,,,,
36100,"Ocala, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2020,14.5,19.086,0.94,,30.49,63420,1.5,23.74,26.69,30.04,34.77,38.42,49370,55520,62480,72330,79910,,,"Ocala, FL",Metropolitan,['12083'],[None],"['      Marion County, FL']",[365579]
36140,"Ocean City, NJ",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,710,42.8,18.003,0.89,,35.49,73830,2.3,27.98,32.37,35.67,39.04,44.27,58200,67330,74200,81190,92090,,,"Ocean City, NJ",Metropolitan,['34009'],[None],"['      Cape May County, NJ']",[92039]
36220,"Odessa, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1210,3.8,14.916,0.73,,32.04,66640,1.9,21.85,26.81,32.07,37.54,43.93,45440,55770,66710,78080,91370,,,"Odessa, TX",Metropolitan,['48135'],[None],"['      Ector County, TX']",[166223]
36260,"Ogden-Clearfield, UT",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3380,5.9,12.846,0.63,,32.01,66580,1.5,25.19,27.3,30.82,36.24,40.05,52390,56770,64110,75380,83310,,,"Ogden-Clearfield, UT",Metropolitan,"['49011', '49029', '49057']","[None, None, None]","['      Davis County, UT', '      Morgan County, UT', '      Weber County, UT']","[355481, 12124, 260213]"
36420,"Oklahoma City, OK",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,13470,3.5,21.472,1.06,,31.98,66510,1.4,22.83,26.87,31.71,36.56,39.95,47490,55890,65960,76040,83100,,,"Oklahoma City, OK",Metropolitan,"['40017', '40027', '40051', '40081', '40083', '40087', '40109']","[None, None, None, None, None, None, None]","['      Canadian County, OK', '      Cleveland County, OK', '      Grady County, OK', '      Lincoln County, OK', '      Logan County, OK', '      McClain County, OK', '      Oklahoma County, OK']","[148306, 284014, 55834, 34877, 48011, 40474, 797434]"
36500,"Olympia-Tumwater, WA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1840,42.4,16.168,0.8,,37.81,78650,3.7,26.89,30.86,36.01,42.92,54.6,55940,64190,74910,89280,113560,,,"Olympia-Tumwater, WA",Metropolitan,['53067'],[None],"['      Thurston County, WA']",[290536]
36540,"Omaha-Council Bluffs, NE-IA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,13130,2.9,26.632,1.31,,32.33,67240,1,24.64,27.44,31.77,37.2,42.86,51260,57070,66090,77370,89150,,,"Omaha-Council Bluffs, NE-IA",Metropolitan,"['19085', '19129', '19155', '31025', '31055', '31153', '31155', '31177']","[None, None, None, None, None, None, None, None]","['      Harrison County, IA', '      Mills County, IA', '      Pottawattamie County, IA', '      Cass County, NE', '      Douglas County, NE', '      Sarpy County, NE', '      Saunders County, NE', '      Washington County, NE']","[14049, 15109, 93206, 26248, 571327, 187196, 21578, 20729]"
36740,"Orlando-Kissimmee-Sanford, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,21280,6.7,16.475,0.81,,31.25,64990,1.7,21.58,26.78,31.47,36.31,39.64,44890,55710,65460,75510,82440,,,"Orlando-Kissimmee-Sanford, FL",Metropolitan,"['12069', '12095', '12097', '12117']","[None, None, None, None]","['      Lake County, FL', '      Orange County, FL', '      Osceola County, FL', '      Seminole County, FL']","[367118, 1393452, 375751, 471826]"
36780,"Oshkosh-Neenah, WI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1650,19.7,17.401,0.86,,34.4,71540,2.1,26.31,29.75,33.81,38.62,44.89,54730,61870,70320,80320,93380,,,"Oshkosh-Neenah, WI",Metropolitan,['55139'],[None],"['      Winnebago County, WI']",[171907]
36980,"Owensboro, KY",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1630,5.4,31.72,1.56,,31.5,65520,3.3,22.85,26.35,30.12,36.29,41.83,47530,54810,62640,75480,87000,,,"Owensboro, KY",Metropolitan,"['21059', '21091', '21149']","[None, None, None]","['      Daviess County, KY', '      Hancock County, KY', '      McLean County, KY']","[101511, 8722, 9207]"
37100,"Oxnard-Thousand Oaks-Ventura, CA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4730,7.4,14.949,0.74,,46.04,95760,4.7,28.46,33.4,45.82,57.54,65.62,59200,69470,95310,119680,136490,,,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan,['06111'],[None],"['      Ventura County, CA']",[846006]
37340,"Palm Bay-Melbourne-Titusville, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4970,12.4,22.146,1.09,,33.28,69230,1.9,25.36,27.86,32.17,37.29,44.32,52750,57950,66910,77560,92190,,,"Palm Bay-Melbourne-Titusville, FL",Metropolitan,['12009'],[None],"['      Brevard County, FL']",[601942]
37460,"Panama City, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1330,20.4,17.327,0.85,,29.33,61010,3.4,20.48,24.45,28.94,34.6,39.83,42600,50860,60200,71960,82840,,,"Panama City, FL",Metropolitan,['12005'],[None],"['      Bay County, FL']",[174705]
37620,"Parkersburg-Vienna, WV",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,860,8.6,23.009,1.13,,29.06,60440,3.4,20.23,25.5,28.98,33.65,37.07,42070,53030,60280,69990,77100,,,"Parkersburg-Vienna, WV",Metropolitan,"['39167', '54073', '54105', '54107']","[None, None, None, None]","['      Washington County, OH', '      Pleasants County, WV', '      Wirt County, WV', '      Wood County, WV']","[59911, 7460, 5821, 83518]"
37860,"Pensacola-Ferry Pass-Brent, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3990,11.7,22.484,1.11,,29.75,61870,1.8,22.67,25.96,29.07,33.52,37.89,47160,54000,60470,69720,78810,,,"Pensacola-Ferry Pass-Brent, FL",Metropolitan,"['12033', '12113']","[None, None]","['      Escambia County, FL', '      Santa Rosa County, FL']","[318316, 184313]"
37900,"Peoria, IL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,5740,4.4,33.792,1.66,,32.43,67450,2.7,24.68,27.06,31.02,36.07,40.91,51330,56280,64530,75020,85080,,,"Peoria, IL",Metropolitan,"['17123', '17143', '17175', '17179', '17203']","[None, None, None, None, None]","['      Marshall County, IL', '      Peoria County, IL', '      Stark County, IL', '      Tazewell County, IL', '      Woodford County, IL']","[11438, 179179, 5342, 131803, 38459]"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,71120,1.9,24.725,1.22,,37.33,77640,0.9,26.67,31.79,36.93,43.64,48.77,55470,66120,76820,90760,101440,,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan,"['10003', '24015', '34033']","['48864', '48864', '48864']","['      New Castle County, DE', '      Cecil County, MD', '      Salem County, NJ']","[558753, 102855, 62385]"
38060,"Phoenix-Mesa-Scottsdale, AZ",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,38370,2.2,18.091,0.89,,38.08,79200,0.9,27.17,32.15,37.69,44.55,49.42,56520,66880,78390,92650,102790,,,"Phoenix-Mesa-Scottsdale, AZ",Metropolitan,"['04013', '04021']","[None, None]","['      Maricopa County, AZ', '      Pinal County, AZ']","[4485414, 462789]"
38220,"Pine Bluff, AR",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,640,6.5,20.878,1.03,,30.21,62830,4.5,18.75,25.36,30.02,36.07,40.7,39000,52740,62450,75020,84660,,,"Pine Bluff, AR",Metropolitan,"['05025', '05069', '05079']","[None, None, None]","['      Cleveland County, AR', '      Jefferson County, AR', '      Lincoln County, AR']","[7956, 66824, 13024]"
38300,"Pittsburgh, PA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,33600,2.5,29.128,1.43,,32.63,67870,0.9,25.42,27.7,31.55,37.16,43.15,52880,57620,65630,77300,89760,,,"Pittsburgh, PA",Metropolitan,"['42003', '42005', '42007', '42019', '42051', '42125', '42129']","[None, None, None, None, None, None, None]","['      Allegheny County, PA', '      Armstrong County, PA', '      Beaver County, PA', '      Butler County, PA', '      Fayette County, PA', '      Washington County, PA', '      Westmoreland County, PA']","[1216045, 64735, 163929, 187853, 129274, 206865, 348899]"
38540,"Pocatello, ID",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,920,13.6,26.536,1.31,,32.94,68510,2.1,25.06,27.94,32.43,36.82,40.69,52130,58120,67450,76580,84640,,,"Pocatello, ID",Metropolitan,"['16005', '16077']","[None, None]","['      Bannock County, ID', '      Power County, ID']","[87808, 7681]"
38660,"Ponce, PR",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1610,7.1,26.765,1.32,,15.43,32090,2.1,10.87,13.17,15.6,17.7,18.96,22610,27400,32460,36810,39440,,,"Ponce, PR",Metropolitan,"['72075', '72113', '72149']","[None, None, None]","['      Juana Daz Municipio, PR', '      Ponce Municipio, PR', '      Villalba Municipio, PR']",[]
38900,"Portland-Vancouver-Hillsboro, OR-WA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,22100,7.8,18.275,0.9,,45.87,95420,1.3,33.08,40.27,46.37,53.5,59.8,68800,83770,96450,111280,124390,,,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan,"['41005', '41009', '41051', '41067', '41071', '53011', '53059']","[None, None, None, None, None, None, None]","['      Clackamas County, OR', '      Columbia County, OR', '      Multnomah County, OR', '      Washington County, OR', '      Yamhill County, OR', '      Clark County, WA', '      Skamania County, WA']","[418187, 52354, 812855, 601592, 107100, 488241, 12083]"
38940,"Port St. Lucie, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4430,18.5,29.631,1.46,,32.73,68070,3,21.23,25.72,31.73,38.75,46.41,44170,53500,66000,80590,96520,,,"Port St. Lucie, FL",Metropolitan,"['12085', '12111']","[None, None]","['      Martin County, FL', '      St. Lucie County, FL']",[161000]
39140,"Prescott, AZ",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1380,6.3,21.4,1.05,,38.16,79370,4,26.41,30.27,37.61,45.67,50.4,54940,62950,78230,95000,104840,,,"Prescott, AZ",Metropolitan,['04025'],[None],"['      Yavapai County, AZ']",[235099]
39340,"Provo-Orem, UT",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3430,4.4,13.505,0.67,,31.89,66340,1.7,25.29,27.24,30.54,36.09,40.97,52610,56670,63510,75070,85210,,,"Provo-Orem, UT",Metropolitan,"['49023', '49049']","[None, None]","['      Juab County, UT', '      Utah County, UT']","[12017, 636235]"
39380,"Pueblo, CO",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2060,3.9,33.688,1.66,,35.72,74300,1.8,25.56,29.76,35.69,41.52,47.36,53160,61900,74230,86360,98500,,,"Pueblo, CO",Metropolitan,['08101'],[None],"['      Pueblo County, CO']",[168424]
39460,"Punta Gorda, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1510,12.5,31.403,1.55,,34.04,70810,2.4,25.84,28.94,33.65,38.45,45.69,53750,60200,69990,79970,95030,,,"Punta Gorda, FL",Metropolitan,['12015'],[None],"['      Charlotte County, FL']",[188910]
39540,"Racine, WI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1270,7,16.565,0.82,,34.32,71380,1.6,26.5,30,33.99,38.13,44.45,55130,62410,70700,79300,92450,,,"Racine, WI",Metropolitan,['55101'],[None],"['      Racine County, WI']",[196311]
39580,"Raleigh, NC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,11460,4.3,17.622,0.87,,32.58,67770,1.9,24,27.4,32.2,37.47,42.74,49920,56980,66970,77940,88890,,,"Raleigh, NC",Metropolitan,"['37069', '37101', '37183']","[None, None, None]","['      Franklin County, NC', '      Johnston County, NC', '      Wake County, NC']","[69685, 209339, 1111761]"
39660,"Rapid City, SD",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2280,2.7,34.775,1.71,,29.13,60600,1.7,21.48,24.95,28.72,33.47,37.64,44670,51890,59740,69620,78290,,,"Rapid City, SD",Metropolitan,"['46093', '46103']","[None, None]","['      Meade County, SD', '      Pennington County, SD']","[28332, 113775]"
39740,"Reading, PA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3840,13.1,21.522,1.06,,34.13,71000,3.3,24.86,28.09,33.19,39.69,46.83,51720,58430,69040,82550,97410,,,"Reading, PA",Metropolitan,['42011'],[None],"['      Berks County, PA']",[421164]
39820,"Redding, CA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1500,18.3,22.462,1.11,,50.97,106010,5.1,35.96,42.93,52.56,60.19,65.2,74800,89290,109320,125200,135610,,,"Redding, CA",Metropolitan,['06089'],[None],"['      Shasta County, CA']",[180080]
